5197,81192.7
5209,86323.6
5222,86323.0
5234,86321.9
5247,86322.0
5259,86322.8
5272,86322.8
5284,86323.9
5297,86324.4
5309,86323.5
5322,86322.9
5334,86323.3
5347,86323.7
5359,86323.3
5372,86322.2
5384,86322.2
5397,86322.4
5409,86322.9
5422,86322.0
5434,86323.2
5447,86323.5
5459,86323.1
5472,86322.5
5484,86323.6
5497,86323.9
5509,86324.0
5522,86323.5
5534,86323.0
5547,86323.1
5559,86323.1
5572,86323.2
5584,86323.1
5597,86324.0
5609,86323.3
5622,86322.7
5634,86322.7
5647,86323.0
5659,86323.9
5672,86324.5
5684,86323.2
5697,86322.7
5709,86324.1
5722,86325.5
5734,86454.4
5747,86324.7
5759,86325.6
5772,86324.9
5784,86324.8
5797,86324.1
5809,86324.7
5822,86324.4
5834,86323.9
5847,86324.8
5859,86324.4
5872,86322.3
5884,86322.7
5897,86322.6
5909,86322.8
5922,86323.1
5934,86322.1
5947,86322.0
5959,86320.3
5972,86322.5
5984,86322.4
5997,86322.2
6009,86322.2
6022,86323.4
6034,86323.6
6047,86324.1
6059,86324.3
6072,86324.7
6084,86324.6
6097,86325.1
6109,86325.6
6122,86325.1
6134,86324.1
6147,86324.7
6159,86324.8
6172,86325.0
6184,86324.9
6197,86324.1
6209,86324.1
6222,86324.1
6234,86323.1
6247,86323.1
6259,86323.8
6272,86322.3
6284,86323.5
6297,86323.0
6309,86325.0
6322,86324.8
6334,86325.3
6347,86324.3
6359,86324.2
6372,86324.5
6384,86324.3
6397,86323.6
6409,86325.1
6422,86324.8
6434,86325.0
6447,86324.0
6459,86324.9
6472,86325.2
6484,86325.6
6497,86326.5
6509,86325.8
6522,86326.4
6534,86326.5
6547,86324.4
6559,86323.8
6572,86324.1
6584,86324.3
6597,86323.6
6609,86321.3
6622,86322.6
6634,86323.7
6647,86323.5
6659,86323.1
6672,86323.5
6684,86325.3
6697,86325.2
6709,86325.6
6722,86324.6
6734,86324.8
6747,86325.3
6759,86325.6
6772,86324.0
6784,86325.7
6797,86325.0
6809,86325.5
6822,86325.1
6834,86324.2
6847,86323.2
6859,86322.2
6872,86322.5
6884,86324.7
6897,86324.9
6909,86323.5
6922,86324.5
6934,86324.8
6947,86324.9
6959,86324.1
6972,86324.6
6984,86323.2
6997,86324.0
7009,86324.4
7022,86323.2
7034,86322.8
7047,86323.7
7059,86324.0
7072,86323.0
7084,86323.9
7097,86323.7
7109,86323.5
7122,86323.0
7134,86323.4
7147,86322.9
7159,86324.7
7172,86322.9
7184,86322.8
7197,86322.3
7209,86322.3
7222,86323.2
7234,86324.1
7247,86323.0
7259,86323.1
7272,86323.1
7284,86321.7
7297,86321.2
7309,86322.4
7322,86321.7
7334,86322.1
7347,86321.7
7359,86323.1
7372,86322.9
7384,86323.0
7397,86323.1
7409,86323.3
7422,86324.2
7434,86324.3
7447,86324.2
7459,86323.8
7472,86323.8
7484,86322.9
7497,86323.4
7509,86323.9
7522,86324.1
7534,86325.3
7547,86323.9
7559,86323.2
7572,86323.0
7584,86322.8
7597,86322.4
7609,86322.3
7622,86322.3
7634,86322.5
7647,86323.0
7659,86323.7
7672,86323.5
7684,86325.3
7697,86322.9
7709,86323.3
7722,86323.6
7734,86324.2
7747,86324.8
7759,86323.4
7772,86323.2
7784,86323.7
7797,86324.2
7809,86322.7
7822,86322.6
7834,86322.5
7847,86323.6
7859,86323.1
7872,86322.4
7884,86322.4
7897,86322.6
7909,86323.1
7922,86323.7
7934,86323.7
7947,86323.6
7959,86323.2
7972,86323.6
7984,86323.4
7997,86323.5
8009,86323.4
8022,86322.4
8034,86323.8
8047,86323.7
8059,86324.1
8072,86323.8
8084,86324.5
8097,86323.4
8109,86322.8
8122,86322.7
8134,86323.1
8147,86322.7
8159,86323.2
8172,86323.0
8184,86323.2
8197,86323.5
8209,86325.3
8222,86324.1
8234,86324.9
8247,86324.8
8259,86323.9
8272,86325.7
8284,86324.2
8297,86324.0
8309,86324.5
8322,86324.6
8334,86325.3
8347,86323.9
8359,86324.2
8372,86323.7
8384,86323.6
8397,86323.8
8409,86323.9
8422,86323.1
8434,86322.9
8447,86322.2
8459,86323.2
8472,86323.1
8484,86323.2
8497,86324.0
8509,86323.8
8522,86323.5
8534,86324.0
8547,86323.4
8559,86322.6
8572,86323.4
8584,86324.0
8597,86323.5
8609,86324.8
8622,86324.9
8634,86324.3
8647,86323.8
8659,86324.3
8672,86325.6
8684,86324.9
8697,86324.7
8709,86324.2
8722,86325.1
8734,86325.9
8747,86325.2
8759,86326.1
8772,86324.7
8784,86323.4
8797,86323.9
8809,86324.7
8822,86324.5
8834,86325.5
8847,86325.2
8859,86324.9
8872,86324.6
8884,86324.1
8897,86325.0
8909,86325.3
8922,86324.9
8934,86325.1
8947,86325.1
8959,86324.7
8972,86324.0
8984,86324.0
8997,86323.9
9009,86324.2
9022,86324.2
9034,86325.4
9047,86324.7
9059,86323.8
9072,86323.6
9084,86323.1
9097,86323.4
9109,86323.4
9122,86325.3
9134,86325.1
9147,86325.1
9159,86325.3
9172,86325.5
9184,86325.4
9197,86325.9
9209,86325.6
9222,86324.3
9234,86324.4
9247,86324.7
9259,86324.4
9272,86323.7
9284,86323.4
9297,86323.5
9309,86323.0
9322,86323.6
9334,86324.4
9347,86326.0
9359,86325.0
9372,86325.6
9384,86325.1
9397,86324.3
9409,86324.7
9422,86323.8
9434,86324.0
9447,86324.9
9459,86324.3
9472,86324.9
9484,86323.4
9497,86324.1
9509,86324.4
9522,86323.4
9534,86323.6
9547,86324.1
9559,86323.5
9572,86323.3
9584,86323.6
9597,86323.6
9609,86324.1
9622,86323.9
9634,86322.6
9647,86322.0
9659,86322.5
9672,86322.2
9684,86322.7
9697,86324.1
9709,86324.0
9722,86324.0
9734,86323.1
9747,86323.3
9759,86322.6
9772,86323.7
9784,86324.0
9797,86323.1
9809,86322.4
9822,86322.9
9834,86323.4
9847,86323.8
9859,86325.1
9872,86325.2
9884,86325.0
9897,86324.5
9909,86324.5
9922,86325.4
9934,86323.8
9947,86323.3
9959,86322.7
9972,86323.4
9984,86323.5
9997,86322.3
10009,86322.3
10022,86322.4
10034,86321.8
10047,86322.3
10059,86322.5
10072,86323.8
10084,86323.2
10097,86322.1
10109,86321.8
10122,86321.8
10134,86322.0
10147,86322.1
10159,86324.1
10172,86323.7
10184,86323.7
10197,86323.3
10209,86323.7
10222,86323.2
10234,86322.8
10247,86323.0
10259,86323.1
10272,86323.1
10284,86324.2
10297,86324.1
10309,86322.4
10322,86323.9
